CustomerId;Gender;Age;HomeStoreId;LoyaltySegment;RegistrationDate
202367;Kobieta;22;1002;Occasional;2023-08-10
202368;Kobieta;35;1014;Regular;2023-11-03
202369;Kobieta;38;1014;Regular;2026-03-23
202370;Kobieta;32;1018;Regular;2023-06-09
202371;Mężczyzna;16;1001;Regular;2024-10-11
202372;Kobieta;47;1012;Regular;2025-10-29
202373;Kobieta;36;1015;Regular;2023-01-21
202374;Mężczyzna;31;1010;Regular;2022-10-16
202375;Kobieta;45;1018;VIP;2021-05-04
202376;Kobieta;34;1006;New;2025-05-13
202377;Kobieta;33;1011;VIP;2022-08-25
202378;Kobieta;40;1018;Regular;2021-03-15
202379;Kobieta;53;1018;Occasional;2024-11-06
202380;Kobieta;33;1015;New;2022-03-30
202381;Kobieta;55;1013;Regular;2023-05-16
202382;Kobieta;46;1017;Regular;2024-11-26
202383;Kobieta;23;1004;Regular;2025-11-23
202384;Kobieta;40;1004;Occasional;2023-12-15
202385;Kobieta;23;1006;Regular;2022-12-22
202386;Kobieta;36;1007;Regular;2021-01-17
202387;Kobieta;32;1003;Occasional;2021-12-23
202388;Kobieta;25;1002;Occasional;2023-05-09
202389;Kobieta;50;1009;VIP;2024-03-25
202390;Kobieta;37;1005;Regular;2025-11-05
202391;Kobieta;45;1003;VIP;2021-11-27
202392;Kobieta;37;1015;Regular;2021-12-22
202393;Kobieta;31;1010;Regular;2025-12-22
202394;Kobieta;32;1005;New;2024-08-23
202395;Mężczyzna;25;1016;Occasional;2022-02-20
202396;Kobieta;51;1013;Regular;2022-06-26
202397;Kobieta;44;1013;Occasional;2021-04-14
202398;Mężczyzna;16;1013;Occasional;2021-06-19
202399;Mężczyzna;34;1004;Occasional;2023-10-31
202400;Kobieta;21;1012;Regular;2025-06-21
202401;Kobieta;24;1009;Regular;2023-06-22
202402;Kobieta;33;1017;Regular;2025-07-06
202403;Kobieta;35;1017;Occasional;2025-06-01
202404;Kobieta;31;1013;Occasional;2021-11-01
202405;Mężczyzna;39;1013;Regular;2024-08-13
202406;Kobieta;37;1003;VIP;2024-12-17
202407;Kobieta;40;1010;Occasional;2022-05-25
202408;Kobieta;33;1004;Regular;2025-09-23
202409;Kobieta;31;1005;Occasional;2022-06-23
202410;Kobieta;37;1010;Regular;2023-06-04
202411;Mężczyzna;53;1013;Regular;2022-04-04
202412;Kobieta;47;1007;Occasional;2022-06-04
202413;Kobieta;26;1014;Regular;2021-05-30
202414;Mężczyzna;46;1008;Regular;2022-03-09
202415;Kobieta;35;1005;Occasional;2024-11-18
202416;Kobieta;16;1015;VIP;2022-03-10
202417;Kobieta;37;1009;Occasional;2022-10-02
202418;Kobieta;38;1013;New;2021-08-10
202419;Kobieta;20;1009;Regular;2023-03-24
202420;Kobieta;39;1015;Regular;2024-06-23
202421;Mężczyzna;63;1012;Occasional;2022-03-07
202422;Kobieta;56;1008;Regular;2022-12-12
202423;Kobieta;34;1003;Occasional;2024-08-13
202424;Kobieta;32;1013;Regular;2025-01-18
202425;Mężczyzna;46;1008;Occasional;2021-11-07
202426;Kobieta;47;1012;Regular;2022-04-05
202427;Kobieta;27;1012;New;2023-05-13
202428;Kobieta;44;1010;Occasional;2022-04-30
202429;Kobieta;43;1017;Occasional;2026-02-17
202430;Kobieta;20;1009;Occasional;2022-12-17
202431;Mężczyzna;35;1008;Occasional;2023-12-20
202432;Kobieta;41;1018;VIP;2026-02-17
202433;Kobieta;44;1017;Regular;2021-12-08
202434;Mężczyzna;45;1018;Occasional;2021-08-13
202435;Kobieta;40;1006;Regular;2021-03-20
202436;Kobieta;29;1017;Occasional;2021-01-25
202437;Kobieta;41;1004;New;2023-12-22
202438;Kobieta;29;1012;Regular;2022-10-30
202439;Kobieta;48;1002;Regular;2025-11-01
202440;Kobieta;38;1014;Occasional;2024-10-21
202441;Kobieta;33;1013;Regular;2025-04-16
202442;Kobieta;27;1003;Regular;2023-03-15
202443;Kobieta;21;1007;Regular;2022-01-01
202444;Mężczyzna;55;1007;Regular;2022-04-24
202445;Kobieta;61;1006;VIP;2022-11-10
202446;Kobieta;42;1001;Regular;2025-08-11
202447;Kobieta;37;1009;Regular;2022-09-18
202448;Kobieta;23;1013;Regular;2023-03-30
202449;Mężczyzna;21;1016;Regular;2025-01-28
202450;Kobieta;39;1012;VIP;2021-11-12
202451;Mężczyzna;41;1016;Regular;2026-01-04
202452;Kobieta;40;1015;Regular;2023-09-24
202453;Kobieta;32;1011;Regular;2026-01-24
202454;Kobieta;35;1013;Regular;2021-05-29
202455;Kobieta;30;1002;Regular;2021-01-03
202456;Mężczyzna;35;1010;VIP;2023-11-26
202457;Kobieta;29;1017;Occasional;2023-10-02
202458;Mężczyzna;42;1003;VIP;2022-05-06
202459;Mężczyzna;27;1006;VIP;2025-12-28
202460;Kobieta;40;1011;Regular;2022-08-02
202461;Kobieta;16;1011;Regular;2021-10-24
202462;Mężczyzna;32;1012;Occasional;2023-08-11
202463;Kobieta;26;1017;Regular;2026-03-31
202464;Kobieta;27;1010;Regular;2025-02-24
202465;Kobieta;41;1011;VIP;2025-07-25
202466;Kobieta;22;1001;New;2024-03-01
202467;Kobieta;44;1001;Occasional;2024-11-12
202468;Mężczyzna;37;1017;Occasional;2023-06-12
202469;Kobieta;19;1018;Regular;2025-05-03
202470;Kobieta;24;1012;Occasional;2022-03-03
202471;Kobieta;35;1008;Occasional;2025-05-28
202472;Kobieta;40;1017;Regular;2021-07-06
202473;Kobieta;48;1004;Regular;2022-09-28
202474;Kobieta;31;1012;Occasional;2022-10-30
202475;Kobieta;20;1007;Regular;2023-02-03
202476;Kobieta;46;1009;Regular;2022-08-11
202477;Mężczyzna;37;1012;Regular;2022-01-18
202478;Kobieta;21;1009;Occasional;2026-01-27
202479;Kobieta;47;1015;Occasional;2026-03-02
202480;Kobieta;32;1003;Regular;2022-07-11
202481;Kobieta;54;1003;Regular;2021-01-31
202482;Kobieta;31;1016;Occasional;2021-01-17
202483;Kobieta;17;1017;Occasional;2025-03-16
202484;Kobieta;29;1003;Occasional;2023-11-29
202485;Kobieta;29;1001;Regular;2024-08-26
202486;Kobieta;16;1003;Occasional;2022-07-28
202487;Kobieta;51;1014;Regular;2021-04-07
202488;Kobieta;44;1018;Regular;2023-06-13
202489;Kobieta;31;1016;Regular;2026-04-28
202490;Kobieta;33;1016;Occasional;2026-02-18
202491;Kobieta;16;1007;Occasional;2025-06-04
202492;Kobieta;38;1001;Regular;2026-03-28
202493;Kobieta;38;1006;Regular;2024-03-05
202494;Kobieta;28;1013;Regular;2022-09-23
202495;Mężczyzna;43;1012;VIP;2024-08-07
202496;Kobieta;17;1015;Occasional;2022-01-31
202497;Kobieta;47;1018;Regular;2022-01-07
202498;Kobieta;52;1010;Occasional;2025-02-13
202499;Kobieta;37;1006;Occasional;2025-11-01
202500;Kobieta;32;1001;Regular;2025-11-23
202501;Kobieta;45;1004;Occasional;2021-03-26
202502;Kobieta;31;1005;Occasional;2021-07-04
202503;Kobieta;33;1001;Occasional;2021-07-23
202504;Kobieta;56;1003;Occasional;2022-04-18
202505;Kobieta;37;1014;Occasional;2022-06-08
202506;Kobieta;41;1003;Regular;2021-06-09
202507;Mężczyzna;34;1011;Regular;2021-01-15
202508;Kobieta;45;1014;Occasional;2022-09-08
202509;Kobieta;23;1016;New;2024-01-22
202510;Mężczyzna;46;1009;Occasional;2025-01-05
202511;Mężczyzna;33;1013;Regular;2021-06-15
202512;Mężczyzna;20;1002;New;2025-12-12
202513;Kobieta;56;1005;Occasional;2022-05-27
202514;Mężczyzna;43;1017;Occasional;2023-03-17
202515;Kobieta;46;1013;Occasional;2024-09-25
202516;Kobieta;16;1010;Occasional;2026-05-02
202517;Kobieta;43;1010;Occasional;2026-04-28
202518;Kobieta;39;1010;Occasional;2024-12-14
202519;Kobieta;37;1001;Regular;2021-01-15
202520;Mężczyzna;38;1016;Regular;2023-10-09
202521;Kobieta;24;1003;New;2022-12-01
202522;Kobieta;25;1014;Occasional;2025-11-30
202523;Kobieta;46;1009;New;2021-08-11
202524;Kobieta;45;1007;VIP;2023-02-10
202525;Kobieta;47;1001;VIP;2024-02-29
202526;Kobieta;47;1002;Regular;2022-09-16
202527;Kobieta;33;1012;New;2025-03-10
202528;Kobieta;16;1013;Regular;2022-04-06
202529;Kobieta;31;1014;VIP;2025-08-17
202530;Kobieta;53;1012;Regular;2026-03-02
202531;Kobieta;39;1015;Regular;2025-05-30
202532;Kobieta;20;1013;Regular;2024-11-12
202533;Kobieta;16;1012;Occasional;2024-05-03
202534;Mężczyzna;37;1012;VIP;2022-06-07
202535;Kobieta;32;1003;New;2026-03-14
202536;Mężczyzna;38;1010;Regular;2021-09-13
202537;Kobieta;49;1011;Regular;2022-07-01
202538;Kobieta;22;1011;Occasional;2022-10-09
202539;Kobieta;47;1006;VIP;2025-01-29
202540;Kobieta;40;1017;Regular;2025-11-21
202541;Mężczyzna;46;1010;Occasional;2024-04-09
202542;Kobieta;27;1017;Regular;2022-05-22
202543;Kobieta;43;1001;Regular;2022-10-24
202544;Kobieta;24;1002;Occasional;2023-10-27
202545;Kobieta;43;1001;VIP;2024-05-31
202546;Kobieta;44;1014;Regular;2025-04-27
202547;Kobieta;49;1009;Occasional;2026-03-09
202548;Kobieta;23;1008;Occasional;2026-01-18
202549;Kobieta;36;1004;Regular;2024-11-18
202550;Kobieta;44;1010;VIP;2022-04-13
202551;Kobieta;33;1007;New;2026-05-20
202552;Kobieta;36;1004;VIP;2022-10-24
202553;Kobieta;16;1015;Regular;2024-07-11
202554;Kobieta;32;1015;Regular;2025-02-11
202555;Kobieta;36;1002;Occasional;2024-11-02
202556;Kobieta;39;1018;Regular;2022-06-09
202557;Kobieta;42;1013;Occasional;2024-02-23
202558;Mężczyzna;45;1016;New;2023-09-17
202559;Kobieta;50;1009;Regular;2023-12-02
202560;Mężczyzna;26;1002;Occasional;2025-05-06
202561;Kobieta;53;1004;Occasional;2023-06-24
202562;Kobieta;31;1009;Regular;2025-03-25
202563;Mężczyzna;55;1014;Occasional;2024-08-07
202564;Mężczyzna;49;1006;Regular;2025-04-07
202565;Kobieta;29;1005;Regular;2022-04-05
202566;Kobieta;57;1017;Regular;2022-11-25
202567;Kobieta;36;1015;Regular;2024-04-06
202568;Mężczyzna;28;1001;Regular;2022-01-07
202569;Kobieta;45;1002;Occasional;2022-01-20
202570;Kobieta;36;1010;Occasional;2021-03-29
202571;Kobieta;22;1007;Occasional;2023-02-25
202572;Kobieta;46;1016;New;2025-04-18
202573;Kobieta;18;1004;Regular;2025-09-27
202574;Kobieta;16;1018;Regular;2023-05-18
202575;Kobieta;33;1011;Occasional;2023-09-15
202576;Kobieta;32;1002;Occasional;2024-03-22
202577;Kobieta;39;1008;Occasional;2024-01-28
202578;Kobieta;35;1012;VIP;2022-11-17
202579;Mężczyzna;27;1001;Regular;2026-01-15
202580;Kobieta;25;1007;Regular;2022-02-23
202581;Kobieta;32;1006;Occasional;2025-01-13
202582;Mężczyzna;35;1006;Occasional;2024-12-16
202583;Kobieta;28;1007;Occasional;2023-12-19
202584;Kobieta;42;1007;Occasional;2021-03-12
202585;Kobieta;47;1015;VIP;2023-04-05
202586;Kobieta;37;1012;Occasional;2022-02-08
202587;Kobieta;40;1002;Occasional;2026-03-03
202588;Kobieta;30;1013;Regular;2023-08-03
202589;Kobieta;16;1005;Regular;2024-04-11
202590;Kobieta;31;1008;Occasional;2021-06-17
202591;Kobieta;42;1010;Regular;2025-01-08
202592;Kobieta;23;1007;Regular;2024-08-09
202593;Kobieta;28;1012;Occasional;2024-02-06
202594;Kobieta;38;1014;Regular;2025-11-25
202595;Kobieta;34;1001;Occasional;2022-07-30
202596;Kobieta;46;1005;Occasional;2021-03-26
202597;Kobieta;28;1002;Regular;2025-03-12
202598;Kobieta;32;1015;Occasional;2023-02-07
202599;Kobieta;16;1004;Regular;2021-06-23
202600;Kobieta;37;1005;Regular;2022-03-05
202601;Kobieta;22;1007;Occasional;2025-05-08
202602;Kobieta;45;1006;Occasional;2021-05-07
202603;Mężczyzna;38;1008;Regular;2026-04-18
202604;Kobieta;25;1002;Occasional;2022-11-13
202605;Kobieta;30;1015;Regular;2023-01-25
202606;Kobieta;16;1001;New;2022-01-11
202607;Kobieta;27;1011;Regular;2025-10-28
202608;Mężczyzna;48;1014;Occasional;2022-05-29
202609;Kobieta;39;1009;Occasional;2021-03-22
202610;Kobieta;23;1007;Occasional;2023-04-19
202611;Kobieta;25;1016;Occasional;2022-03-30
202612;Kobieta;43;1010;Occasional;2021-10-16
202613;Kobieta;16;1017;Regular;2025-02-15
202614;Kobieta;38;1015;Occasional;2021-04-26
202615;Kobieta;45;1012;Regular;2021-09-27
202616;Kobieta;44;1002;Occasional;2023-05-18
202617;Kobieta;29;1013;Occasional;2024-03-30
202618;Mężczyzna;54;1007;New;2023-03-13
202619;Kobieta;47;1014;Regular;2023-06-11
202620;Kobieta;52;1004;Occasional;2022-03-05
202621;Kobieta;49;1001;Regular;2022-02-19
202622;Kobieta;33;1005;Regular;2021-12-06
202623;Kobieta;16;1001;New;2026-02-24
202624;Kobieta;33;1018;Regular;2025-07-19
202625;Kobieta;16;1011;Occasional;2022-07-02
202626;Kobieta;24;1004;VIP;2023-01-22
202627;Kobieta;41;1008;Occasional;2022-03-22
202628;Mężczyzna;25;1012;VIP;2021-08-18
202629;Kobieta;41;1012;Regular;2021-09-05
202630;Mężczyzna;33;1015;Regular;2022-04-23
202631;Kobieta;35;1005;Occasional;2021-02-27
202632;Kobieta;32;1004;Regular;2023-10-19
202633;Kobieta;47;1018;Regular;2023-03-04
202634;Mężczyzna;44;1005;VIP;2025-07-26
202635;Kobieta;37;1010;Regular;2023-11-28
202636;Kobieta;28;1005;Regular;2026-04-02
202637;Kobieta;50;1001;VIP;2021-10-27
202638;Kobieta;30;1014;Occasional;2022-09-29
202639;Kobieta;27;1002;Regular;2022-06-24
202640;Kobieta;35;1015;Regular;2021-12-17
202641;Kobieta;37;1011;Regular;2025-09-02
202642;Kobieta;28;1010;VIP;2026-04-11
202643;Mężczyzna;34;1005;Regular;2023-05-12
202644;Kobieta;44;1004;Regular;2025-03-07
202645;Kobieta;19;1004;Regular;2023-12-12
202646;Kobieta;36;1008;Regular;2024-02-12
202647;Mężczyzna;23;1004;Regular;2025-07-17
202648;Kobieta;33;1004;Regular;2022-08-13
202649;Kobieta;52;1008;Regular;2025-11-24
202650;Kobieta;46;1016;Occasional;2021-05-05
202651;Kobieta;52;1005;Regular;2023-03-12
202652;Kobieta;28;1002;VIP;2024-10-03
202653;Kobieta;44;1014;Occasional;2021-06-01
202654;Kobieta;42;1008;Regular;2023-06-23
202655;Kobieta;44;1001;New;2023-12-17
202656;Kobieta;36;1004;Regular;2026-03-13
202657;Mężczyzna;29;1017;Regular;2023-04-17
202658;Kobieta;54;1010;Occasional;2022-09-29
202659;Kobieta;34;1007;Regular;2024-01-22
202660;Kobieta;52;1010;Regular;2024-10-05
202661;Mężczyzna;46;1015;Regular;2024-08-22
202662;Kobieta;35;1018;Occasional;2025-10-26
202663;Mężczyzna;22;1011;New;2025-02-19
202664;Kobieta;51;1009;Regular;2024-12-15
202665;Kobieta;50;1009;Regular;2025-09-17
202666;Kobieta;17;1015;Occasional;2022-06-03
202667;Kobieta;18;1003;Occasional;2024-02-21
202668;Kobieta;34;1012;VIP;2023-04-22
202669;Kobieta;29;1010;New;2023-08-28
202670;Kobieta;23;1014;Occasional;2025-11-08
202671;Kobieta;54;1005;Regular;2021-03-11
202672;Kobieta;23;1012;Occasional;2024-09-05
202673;Mężczyzna;26;1009;New;2022-10-11
202674;Kobieta;16;1002;New;2024-10-31
202675;Kobieta;61;1017;Regular;2023-10-16
202676;Kobieta;38;1017;Regular;2025-09-29
202677;Mężczyzna;30;1017;New;2025-08-18
202678;Kobieta;46;1012;Regular;2021-04-21
202679;Mężczyzna;37;1018;New;2024-05-02
202680;Kobieta;52;1018;Regular;2023-04-19
202681;Kobieta;33;1003;Regular;2023-09-07
202682;Mężczyzna;17;1018;Occasional;2024-02-18
202683;Kobieta;42;1012;Occasional;2024-09-01
202684;Kobieta;51;1008;Occasional;2024-04-10
202685;Kobieta;49;1009;Occasional;2022-01-14
202686;Kobieta;26;1003;Regular;2022-02-09
202687;Kobieta;16;1003;Regular;2022-01-27
202688;Kobieta;52;1017;Regular;2021-07-22
202689;Kobieta;16;1001;Regular;2022-10-31
202690;Kobieta;63;1007;Occasional;2024-10-29
202691;Kobieta;23;1006;Regular;2026-01-30
202692;Kobieta;36;1016;Regular;2023-05-04
202693;Kobieta;40;1007;Regular;2024-03-15
202694;Kobieta;32;1001;Regular;2025-06-07
202695;Mężczyzna;25;1016;Occasional;2024-08-20
202696;Kobieta;43;1004;New;2022-01-25
202697;Kobieta;55;1007;Regular;2025-01-30
202698;Mężczyzna;29;1004;VIP;2024-05-01
202699;Kobieta;34;1001;New;2023-07-25
202700;Kobieta;26;1017;Occasional;2024-08-05
202701;Kobieta;24;1002;Regular;2022-01-18
202702;Kobieta;29;1010;Occasional;2022-03-27
202703;Kobieta;30;1008;Regular;2021-12-18
202704;Kobieta;30;1001;VIP;2022-05-26
202705;Kobieta;34;1016;Regular;2022-02-18
202706;Kobieta;44;1015;Regular;2022-03-09
202707;Kobieta;38;1017;Occasional;2023-12-28
202708;Kobieta;29;1016;Regular;2022-04-01
202709;Kobieta;45;1018;Regular;2024-10-08
202710;Kobieta;31;1006;Regular;2021-11-15
202711;Kobieta;46;1010;Occasional;2021-11-29
202712;Kobieta;35;1013;Regular;2021-04-17
202713;Kobieta;21;1001;Occasional;2024-12-09
202714;Kobieta;52;1011;Occasional;2025-06-29
202715;Kobieta;36;1018;Regular;2025-08-16
202716;Kobieta;58;1009;Occasional;2025-05-16
202717;Kobieta;44;1010;Regular;2025-11-23
202718;Kobieta;40;1005;Regular;2022-09-09
202719;Kobieta;20;1010;Regular;2021-06-21
202720;Mężczyzna;49;1015;Regular;2025-08-13
202721;Kobieta;43;1007;New;2022-09-10
202722;Kobieta;42;1008;Regular;2024-02-04
202723;Mężczyzna;20;1012;New;2022-07-08
202724;Kobieta;27;1010;Occasional;2023-01-04
202725;Kobieta;47;1008;VIP;2022-04-22
202726;Kobieta;39;1008;Occasional;2025-05-12
202727;Kobieta;39;1014;Regular;2026-05-28
202728;Kobieta;33;1002;New;2025-12-11
202729;Kobieta;47;1001;Occasional;2025-05-28
202730;Kobieta;25;1011;VIP;2024-10-05
202731;Kobieta;34;1009;Regular;2023-02-24
202732;Mężczyzna;42;1016;Regular;2024-09-13
202733;Kobieta;29;1010;Occasional;2022-07-13
202734;Kobieta;38;1012;Regular;2022-02-19
202735;Kobieta;33;1017;Regular;2023-09-08
202736;Kobieta;27;1009;Regular;2024-08-20
202737;Mężczyzna;23;1016;Occasional;2026-02-22
202738;Kobieta;35;1016;Occasional;2023-04-25
202739;Kobieta;24;1009;Occasional;2022-05-18
202740;Kobieta;54;1006;Regular;2021-01-03
202741;Kobieta;26;1014;Regular;2024-10-23
202742;Kobieta;48;1001;VIP;2025-07-07
202743;Kobieta;39;1003;New;2025-12-06
202744;Kobieta;33;1005;Regular;2026-05-17
202745;Kobieta;50;1014;Occasional;2025-07-26
202746;Kobieta;31;1006;Regular;2022-08-05
202747;Kobieta;50;1005;Regular;2024-10-22
202748;Kobieta;25;1006;Regular;2026-01-15
202749;Kobieta;38;1017;Regular;2026-03-15
202750;Kobieta;54;1001;Occasional;2021-03-18
202751;Kobieta;53;1009;Regular;2023-03-31
202752;Kobieta;16;1003;New;2025-07-11
202753;Kobieta;34;1005;Regular;2025-03-19
202754;Kobieta;59;1002;Occasional;2022-02-09
202755;Kobieta;31;1011;Regular;2025-01-05
202756;Kobieta;28;1001;Regular;2026-02-13
202757;Kobieta;16;1010;Regular;2022-10-29
202758;Mężczyzna;19;1005;Regular;2021-12-20
202759;Kobieta;41;1008;Regular;2026-03-02
202760;Kobieta;31;1010;Occasional;2021-05-30
202761;Kobieta;43;1004;New;2021-04-21
202762;Mężczyzna;18;1017;New;2024-03-08
202763;Mężczyzna;36;1002;VIP;2024-08-14
202764;Mężczyzna;36;1005;Regular;2021-07-25
202765;Kobieta;30;1002;Regular;2023-02-15
202766;Kobieta;50;1011;VIP;2023-12-25
202767;Kobieta;43;1002;New;2024-01-21
202768;Kobieta;31;1003;Regular;2021-10-16
202769;Kobieta;41;1006;VIP;2024-09-25
202770;Kobieta;56;1008;Occasional;2026-01-27
202771;Kobieta;22;1013;New;2023-08-01
202772;Kobieta;52;1002;Occasional;2023-04-15
202773;Kobieta;38;1008;VIP;2021-05-06
202774;Kobieta;33;1012;New;2021-08-30
202775;Kobieta;28;1005;Regular;2021-03-05
202776;Kobieta;30;1010;New;2025-08-17
202777;Kobieta;29;1014;Occasional;2025-09-29
202778;Kobieta;16;1017;Occasional;2022-11-26
202779;Mężczyzna;26;1001;Occasional;2021-04-18
202780;Kobieta;30;1004;Regular;2022-12-22
202781;Kobieta;25;1012;Regular;2026-04-04
202782;Kobieta;38;1005;Regular;2022-05-19
202783;Kobieta;37;1017;Regular;2022-03-03
202784;Kobieta;49;1010;New;2026-05-26
202785;Kobieta;22;1007;Regular;2022-09-07
202786;Kobieta;42;1010;Regular;2023-08-23
202787;Kobieta;31;1013;Regular;2025-02-20
202788;Kobieta;37;1012;VIP;2025-03-23
202789;Kobieta;40;1007;Regular;2023-09-28
202790;Kobieta;26;1015;Regular;2021-11-02
202791;Kobieta;37;1004;Occasional;2022-02-03
202792;Kobieta;29;1014;Occasional;2021-11-08
202793;Kobieta;45;1003;Occasional;2024-03-28
202794;Kobieta;36;1014;Occasional;2023-08-02
202795;Mężczyzna;45;1016;Occasional;2023-07-24
202796;Kobieta;22;1003;New;2021-12-31
202797;Mężczyzna;41;1006;Regular;2025-08-08
202798;Kobieta;32;1012;Regular;2026-01-24
202799;Kobieta;48;1008;New;2024-09-27
202800;Kobieta;41;1007;Regular;2023-10-06
202801;Kobieta;23;1001;Occasional;2025-12-18
202802;Kobieta;39;1007;Occasional;2024-07-05
202803;Kobieta;16;1010;VIP;2022-06-20
202804;Kobieta;33;1015;Regular;2024-02-07
202805;Kobieta;39;1002;New;2024-11-20
202806;Kobieta;19;1017;New;2021-03-30
202807;Kobieta;44;1017;Occasional;2024-01-02
202808;Kobieta;40;1002;Regular;2024-09-29
202809;Kobieta;27;1002;Occasional;2023-10-12
202810;Kobieta;53;1017;New;2024-10-27
202811;Kobieta;21;1014;Regular;2023-03-19
202812;Mężczyzna;23;1014;Occasional;2022-03-07
202813;Kobieta;26;1001;Regular;2025-08-23
202814;Kobieta;24;1006;Regular;2021-05-05
202815;Kobieta;53;1017;Regular;2022-10-08
202816;Kobieta;44;1006;Regular;2024-08-14
202817;Mężczyzna;16;1004;VIP;2023-03-09
202818;Kobieta;34;1006;VIP;2023-05-13
202819;Kobieta;33;1007;Regular;2022-12-04
202820;Kobieta;40;1012;Regular;2021-11-07
202821;Kobieta;28;1015;Regular;2024-08-08
202822;Kobieta;48;1007;Regular;2026-01-06
202823;Kobieta;41;1006;Occasional;2026-03-11
202824;Kobieta;26;1003;Regular;2021-01-16
202825;Kobieta;25;1018;Regular;2022-12-06
202826;Mężczyzna;33;1017;Occasional;2021-01-25
202827;Kobieta;16;1010;Occasional;2021-09-01
202828;Kobieta;56;1004;Regular;2025-10-15
202829;Mężczyzna;28;1014;Occasional;2025-11-04
202830;Kobieta;39;1008;Occasional;2022-11-19
202831;Kobieta;52;1007;Regular;2021-03-14
202832;Kobieta;25;1004;Regular;2021-05-10
202833;Kobieta;42;1017;New;2022-06-25
202834;Kobieta;26;1002;Occasional;2026-01-03
202835;Kobieta;49;1014;Occasional;2023-05-17
202836;Kobieta;54;1016;VIP;2025-01-15
202837;Kobieta;59;1013;Regular;2026-04-01
202838;Kobieta;27;1005;Regular;2022-12-05
202839;Kobieta;37;1016;Regular;2022-06-13
202840;Kobieta;25;1003;Occasional;2021-11-04
202841;Kobieta;40;1004;VIP;2024-03-28
202842;Mężczyzna;47;1016;New;2022-11-21
202843;Kobieta;36;1013;Regular;2025-01-09
202844;Kobieta;56;1004;Regular;2021-06-14
202845;Kobieta;16;1012;Regular;2024-01-27
202846;Kobieta;45;1007;Occasional;2023-09-09
202847;Mężczyzna;27;1016;Occasional;2022-10-14
202848;Kobieta;27;1012;Regular;2022-01-14
202849;Kobieta;16;1007;New;2023-05-30
202850;Kobieta;30;1012;Occasional;2025-01-21
202851;Kobieta;44;1014;Occasional;2021-05-07
202852;Kobieta;34;1003;Regular;2021-03-27
202853;Mężczyzna;55;1017;Regular;2025-08-21
202854;Kobieta;43;1016;Regular;2022-04-07
202855;Kobieta;24;1005;Occasional;2023-05-13
202856;Kobieta;24;1002;Regular;2023-10-21
202857;Kobieta;31;1018;Regular;2024-12-03
202858;Kobieta;38;1011;Regular;2025-12-20
202859;Mężczyzna;25;1005;Occasional;2024-03-04
202860;Mężczyzna;55;1007;New;2021-12-09
202861;Kobieta;36;1006;New;2025-10-25
202862;Kobieta;16;1012;VIP;2025-11-01
202863;Kobieta;33;1014;Regular;2025-02-15
202864;Kobieta;34;1001;VIP;2026-01-10
202865;Kobieta;34;1009;Occasional;2023-01-30
202866;Kobieta;54;1003;Regular;2024-05-20
202867;Kobieta;34;1001;Regular;2024-11-27
202868;Kobieta;35;1017;Occasional;2022-07-15
202869;Kobieta;19;1002;Occasional;2022-09-12
202870;Kobieta;16;1015;Regular;2024-05-03
202871;Mężczyzna;42;1009;Regular;2024-03-08
202872;Kobieta;45;1007;Occasional;2025-02-10
202873;Kobieta;56;1015;Regular;2024-08-31
202874;Kobieta;28;1017;Occasional;2024-11-22
202875;Kobieta;45;1016;New;2023-07-19
202876;Kobieta;29;1010;Occasional;2021-01-23
202877;Kobieta;29;1010;Occasional;2023-01-22
202878;Kobieta;35;1018;New;2024-10-02
202879;Mężczyzna;31;1007;Occasional;2024-01-12
202880;Kobieta;36;1002;Occasional;2022-06-01
202881;Kobieta;28;1017;Regular;2026-01-23
202882;Kobieta;16;1002;Occasional;2023-06-24
202883;Kobieta;23;1018;New;2025-08-31
202884;Kobieta;16;1015;Occasional;2021-05-25
202885;Kobieta;23;1003;Occasional;2025-01-24
202886;Mężczyzna;32;1014;Occasional;2021-04-26
202887;Kobieta;25;1009;New;2023-08-07
202888;Kobieta;32;1016;Occasional;2023-06-07
202889;Kobieta;30;1015;Regular;2023-01-24
202890;Kobieta;22;1002;VIP;2026-05-06
202891;Kobieta;40;1007;Occasional;2021-02-21
202892;Mężczyzna;46;1018;Occasional;2023-10-09
202893;Kobieta;31;1005;Regular;2024-05-26
202894;Kobieta;35;1002;Regular;2024-06-01
202895;Kobieta;27;1017;Occasional;2025-01-01
202896;Kobieta;33;1002;Regular;2026-02-24
202897;Kobieta;44;1007;Occasional;2022-05-05
202898;Kobieta;34;1017;Regular;2025-09-30
202899;Kobieta;29;1002;Regular;2025-12-16
202900;Kobieta;38;1015;New;2026-02-03
202901;Kobieta;35;1015;New;2024-02-26
202902;Kobieta;16;1013;Occasional;2024-11-08
202903;Kobieta;40;1009;Regular;2023-08-07
202904;Kobieta;39;1009;New;2025-01-08
202905;Mężczyzna;52;1007;Regular;2021-09-25
202906;Kobieta;31;1015;New;2025-06-27
202907;Kobieta;35;1015;Occasional;2025-08-10
202908;Kobieta;38;1002;Regular;2025-08-25
202909;Kobieta;38;1003;Regular;2023-05-30
202910;Kobieta;25;1002;Occasional;2021-03-08
202911;Kobieta;24;1011;Regular;2026-03-28
202912;Kobieta;42;1008;Regular;2024-04-07
202913;Kobieta;20;1002;Regular;2022-10-18
202914;Kobieta;36;1001;Regular;2021-01-03
202915;Kobieta;41;1015;Regular;2025-04-02
