ProductId;ProductName;Manufacturer;Category;Subcategory;IsPrivateLabel;CurrentPrice;CurrentUnitCost;Capacity;VAT_Rate;ProductStatus;IsEcoVegan;PriceSegment
11436;Herbix Stylizacja Nawilżająca 500ml;Herbix;Włosy;Stylizacja;0;38,35;21,09;500ml;0,23;Active;1;Mid-Market
11437;NutriMax Witaminy Magnez + B6 60 kaps.;NutriMax;Suplementy i Zdrowie;Witaminy;0;21,58;11,87;kaps.;0,08;Discontinued;0;Economy
11438;ColorAura Usta Wodoodporny 15g;ColorAura;Makijaż;Usta;0;132,63;53,05;15g;0,23;Active;0;Premium
11439;TinyJoy Kosmetyki Sensitive 500ml;TinyJoy;Dziecko;Kosmetyki;0;40,62;30,46;500ml;0,23;Active;0;Mid-Market
11440;DermaGlow Żele do mycia Przeciwzmarszczkowy 150ml;DermaGlow;Pielęgnacja twarzy;Żele do mycia;0;77,87;35,04;150ml;0,23;Active;0;Mid-Market
11441;SoftTouch Płyny i żele Ochronny 40 szt.;SoftTouch;Higiena intymna;Płyny i żele;0;21,52;13,99;szt.;0,23;Active;0;Premium
11442;VigorHair Odżywki Odbudowujący 400ml;VigorHair;Włosy;Odżywki;0;19,11;10,51;400ml;0,23;Active;0;Economy
11443;NutriMax Odporność Magnez + B6 60 kaps.;NutriMax;Suplementy i Zdrowie;Odporność;0;85,99;47,29;kaps.;0,08;Active;0;Premium
11444;VigorHair Odżywki Do farbowanych 400ml;VigorHair;Włosy;Odżywki;0;16,11;8,86;400ml;0,23;Active;0;Economy
11445;ColorAura Usta Long-lasting 8ml;ColorAura;Makijaż;Usta;0;84,37;33,75;8ml;0,23;Active;1;Mid-Market
11446;DermaGlow Krem na dzień Matujący 50ml;DermaGlow;Pielęgnacja twarzy;Kremy na dzień;0;116,94;52,62;50ml;0,23;Active;0;Premium
11447;Aura Basic Płyny i żele Normal 40 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;16,22;7,3;szt.;0,23;Active;0;Mid-Market
11448;NutriMax Odporność C 1000mg 60 kaps.;NutriMax;Suplementy i Zdrowie;Odporność;0;60,6;33,33;kaps.;0,08;Active;0;Mid-Market
11449;VelvetLine Usta Long-lasting 8ml;VelvetLine;Makijaż;Usta;0;61,22;24,49;8ml;0,23;Active;0;Economy
11450;NutriMax Odporność D3 2000 j.m. 90 kaps.;NutriMax;Suplementy i Zdrowie;Odporność;0;20,47;11,26;kaps.;0,08;Active;1;Economy
11451;TinyJoy Chusteczki Rozmiar 4 60 szt.;TinyJoy;Dziecko;Chusteczki;0;33,95;25,46;szt.;0,23;Active;0;Economy
11452;PureCare Płyny i żele Ochronny 200ml;PureCare;Higiena intymna;Płyny i żele;0;16,64;10,82;200ml;0,23;Active;1;Mid-Market
11453;VelvetLine Usta Matujący 8ml;VelvetLine;Makijaż;Usta;0;32,44;12,98;8ml;0,23;Active;0;Economy
11454;VitaCore Witaminy C 1000mg 60 kaps.;VitaCore;Suplementy i Zdrowie;Witaminy;0;45,63;25,1;kaps.;0,08;Active;0;Mid-Market
11455;Aura Basic Płyny i żele Super 200ml;Aura Basic;Higiena intymna;Płyny i żele;1;18,38;8,27;200ml;0,23;Active;0;Mid-Market
11456;TinyJoy Pieluchy Nawilżane 60 szt.;TinyJoy;Dziecko;Pieluchy;0;50,95;38,21;szt.;0,23;Active;0;Mid-Market
11457;HealthSpark Odporność Forte 90 kaps.;HealthSpark;Suplementy i Zdrowie;Odporność;0;89,26;49,09;kaps.;0,08;Active;0;Premium
11458;LumiSkin Sera Przeciwzmarszczkowy 30ml;LumiSkin;Pielęgnacja twarzy;Sera;0;48,03;21,61;30ml;0,23;Active;0;Economy
11459;Herbix Stylizacja Do farbowanych 500ml;Herbix;Włosy;Stylizacja;0;64,01;35,21;500ml;0,23;Active;1;Premium
11460;ColorAura Usta Wodoodporny 8ml;ColorAura;Makijaż;Usta;0;172,23;68,89;8ml;0,23;Active;0;Premium
11461;HealthSpark Witaminy Magnez + B6 60 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;17,22;9,47;kaps.;0,08;Active;1;Economy
11462;LumiSkin Żele do mycia Z witaminą C 150ml;LumiSkin;Pielęgnacja twarzy;Żele do mycia;0;99,53;44,79;150ml;0,23;Active;0;Premium
11463;ColorAura Oczy Wodoodporny 15g;ColorAura;Makijaż;Oczy;0;95,96;38,38;15g;0,23;Active;0;Mid-Market
11464;DermaGlow Krem na noc Nawilżający 150ml;DermaGlow;Pielęgnacja twarzy;Kremy na noc;0;76,16;34,27;150ml;0,23;Active;0;Mid-Market
11465;Aura Care Żele do mycia Matujący 30ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;62,24;15,56;30ml;0,23;Phase-Out;1;Mid-Market
11466;Aura Beauty Oczy Long-lasting 30ml;Aura Beauty;Makijaż;Oczy;1;109,57;21,91;30ml;0,23;Active;1;Mid-Market
11467;VelvetLine Usta Matujący 30ml;VelvetLine;Makijaż;Usta;0;125,4;50,16;30ml;0,23;Phase-Out;0;Premium
11468;PureCare Podpaski Super 40 szt.;PureCare;Higiena intymna;Podpaski;0;25,28;16,43;szt.;0,23;Active;1;Premium
11469;PureCare Płyny i żele Super 200ml;PureCare;Higiena intymna;Płyny i żele;0;25,82;16,78;200ml;0,23;Active;1;Premium
11470;VigorHair Stylizacja Nawilżająca 250ml;VigorHair;Włosy;Stylizacja;0;45,25;24,89;250ml;0,23;Discontinued;1;Mid-Market
11471;Herbix Maski Nawilżająca 500ml;Herbix;Włosy;Maski;0;33,55;18,45;500ml;0,23;Active;1;Mid-Market
11472;VisagePro Usta Matujący 8ml;VisagePro;Makijaż;Usta;0;42,9;17,16;8ml;0,23;Active;0;Economy
11473;VigorHair Szampon Przeciwłupieżowy 500ml;VigorHair;Włosy;Szampony;0;68,83;37,86;500ml;0,23;Active;1;Premium
11474;SilkMane Odżywki Przeciwłupieżowy 250ml;SilkMane;Włosy;Odżywki;0;29,93;16,46;250ml;0,23;Phase-Out;0;Economy
11475;FreshGlow Wkładki Super 40 szt.;FreshGlow;Higiena intymna;Wkładki;0;23,04;14,98;szt.;0,23;Active;0;Premium
11476;SoftTouch Podpaski Kojący 200ml;SoftTouch;Higiena intymna;Podpaski;0;28,32;18,41;200ml;0,23;Active;1;Premium
11477;HealthSpark Odporność C 1000mg 30 kaps.;HealthSpark;Suplementy i Zdrowie;Odporność;0;41,45;22,8;kaps.;0,08;Active;1;Economy
11478;PureCare Podpaski Kojący 40 szt.;PureCare;Higiena intymna;Podpaski;0;8,24;5,36;szt.;0,23;Active;1;Economy
11479;Veluria Krem na noc Matujący 50ml;Veluria;Pielęgnacja twarzy;Kremy na noc;0;105,91;47,66;50ml;0,23;Discontinued;0;Premium
11480;Aura Care Sera Matujący 30ml;Aura Care;Pielęgnacja twarzy;Sera;1;82,92;20,73;30ml;0,23;Active;1;Mid-Market
11481;Aura Care Krem na dzień Matujący 150ml;Aura Care;Pielęgnacja twarzy;Kremy na dzień;1;80,38;20,09;150ml;0,23;Active;1;Mid-Market
11482;Aura Care Krem na noc Przeciwzmarszczkowy 150ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;110,98;27,75;150ml;0,23;Active;1;Premium
11483;BabySoft Pieluchy Sensitive 60 szt.;BabySoft;Dziecko;Pieluchy;0;57,22;42,91;szt.;0,23;Active;0;Premium
11484;VitaCore Minerały D3 2000 j.m. 90 kaps.;VitaCore;Suplementy i Zdrowie;Minerały;0;57,65;31,71;kaps.;0,08;Active;0;Mid-Market
11485;HealthSpark Witaminy D3 2000 j.m. 90 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;64,45;35,45;kaps.;0,08;Active;0;Mid-Market
11486;SilkMane Stylizacja Odbudowujący 250ml;SilkMane;Włosy;Stylizacja;0;74,63;41,05;250ml;0,23;Active;1;Premium
11487;VigorHair Szampon Nawilżająca 400ml;VigorHair;Włosy;Szampony;0;24,97;13,73;400ml;0,23;Active;0;Economy
11488;Aura Basic Wkładki Ochronny 200ml;Aura Basic;Higiena intymna;Wkładki;1;7,64;3,44;200ml;0,23;Active;0;Economy
11489;PureTots Pieluchy Nawilżane 500ml;PureTots;Dziecko;Pieluchy;0;29,09;21,82;500ml;0,23;Active;0;Economy
11490;Veluria Żele do mycia Z witaminą C 50ml;Veluria;Pielęgnacja twarzy;Żele do mycia;0;27,18;12,23;50ml;0,23;Discontinued;0;Economy
11491;NutriMax Witaminy C 1000mg 60 kaps.;NutriMax;Suplementy i Zdrowie;Witaminy;0;41,56;22,86;kaps.;0,08;Active;0;Economy
11492;Aura Kids Kosmetyki Nawilżane 60 szt.;Aura Kids;Dziecko;Kosmetyki;1;59,06;35,44;szt.;0,23;Active;0;Premium
11493;SilkMane Stylizacja Nawilżająca 400ml;SilkMane;Włosy;Stylizacja;0;27,23;14,98;400ml;0,23;Active;0;Economy
11494;PureCare Wkładki Kojący 40 szt.;PureCare;Higiena intymna;Wkładki;0;22,93;14,9;szt.;0,23;Active;1;Premium
11495;BabySoft Chusteczki Rozmiar 3 60 szt.;BabySoft;Dziecko;Chusteczki;0;66,47;49,85;szt.;0,23;Phase-Out;0;Premium
11496;SilkMane Odżywki Nawilżająca 500ml;SilkMane;Włosy;Odżywki;0;16,55;9,1;500ml;0,23;Active;0;Economy
11497;HealthSpark Witaminy C 1000mg 30 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;71,13;39,12;kaps.;0,08;Active;0;Premium
11498;SilkMane Maski Odbudowujący 250ml;SilkMane;Włosy;Maski;0;72,81;40,05;250ml;0,23;Phase-Out;0;Premium
11499;BotanicaPro Stylizacja Do farbowanych 400ml;BotanicaPro;Włosy;Stylizacja;0;75,62;41,59;400ml;0,23;Active;1;Premium
11500;NutriMax Witaminy C 1000mg 30 kaps.;NutriMax;Suplementy i Zdrowie;Witaminy;0;93,22;51,27;kaps.;0,08;Active;0;Premium
11501;Essentia Mgiełki Intense 50ml;Essentia;Perfumy;Mgiełki;0;285,98;100,09;50ml;0,23;Active;1;Mid-Market
11502;SilkMane Odżywki Przeciwłupieżowy 500ml;SilkMane;Włosy;Odżywki;0;44,62;24,54;500ml;0,23;Active;0;Mid-Market
11503;PureBotanica Sera Nawilżający 30ml;PureBotanica;Pielęgnacja twarzy;Sera;0;129,1;58,09;30ml;0,23;Active;1;Premium
11504;Aura Care Maski Do farbowanych 400ml;Aura Care;Włosy;Maski;1;13,32;4,66;400ml;0,23;Active;1;Economy
11505;SoftTouch Podpaski Normal 20 szt.;SoftTouch;Higiena intymna;Podpaski;0;20,84;13,55;szt.;0,23;Active;1;Premium
11506;Aura Care Szampon Do farbowanych 400ml;Aura Care;Włosy;Szampony;1;20,06;7,02;400ml;0,23;Active;1;Economy
11507;VitaCore Minerały D3 2000 j.m. 90 kaps.;VitaCore;Suplementy i Zdrowie;Minerały;0;51,85;28,52;kaps.;0,08;Active;0;Mid-Market
11508;Aura Care Żele do mycia Z witaminą C 150ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;19,86;4,96;150ml;0,23;Active;1;Economy
11509;Herbix Maski Odbudowujący 500ml;Herbix;Włosy;Maski;0;15,56;8,56;500ml;0,23;Active;1;Economy
11510;SilkMane Szampon Do farbowanych 400ml;SilkMane;Włosy;Szampony;0;57,98;31,89;400ml;0,23;Active;0;Premium
11511;Aura Care Stylizacja Nawilżająca 400ml;Aura Care;Włosy;Stylizacja;1;36,51;12,78;400ml;0,23;Active;1;Mid-Market
11512;ColorAura Usta Matujący 8ml;ColorAura;Makijaż;Usta;0;44,58;17,83;8ml;0,23;Active;0;Economy
11513;DermaGlow Żele do mycia Nawilżający 50ml;DermaGlow;Pielęgnacja twarzy;Żele do mycia;0;74,0;33,3;50ml;0,23;Phase-Out;0;Mid-Market
11514;VelvetLine Usta Wodoodporny 30ml;VelvetLine;Makijaż;Usta;0;68,73;27,49;30ml;0,23;Active;0;Economy
11515;Aura Basic Płyny i żele Super 40 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;19,73;8,88;szt.;0,23;Active;0;Mid-Market
11516;Aura Kids Pieluchy Nawilżane 500ml;Aura Kids;Dziecko;Pieluchy;1;16,77;10,06;500ml;0,23;Active;0;Economy
11517;Aura Care Krem na noc Nawilżający 150ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;71,74;17,93;150ml;0,23;Active;1;Mid-Market
11518;Aura Care Odporność Magnez + B6 60 kaps.;Aura Care;Suplementy i Zdrowie;Odporność;1;74,66;22,4;kaps.;0,08;Active;1;Premium
11519;Aura Care Sera Z witaminą C 50ml;Aura Care;Pielęgnacja twarzy;Sera;1;50,11;12,53;50ml;0,23;Active;1;Economy
11520;PureBotanica Krem na dzień Z witaminą C 30ml;PureBotanica;Pielęgnacja twarzy;Kremy na dzień;0;50,24;22,61;30ml;0,23;Active;1;Economy
11521;SilkMane Szampon Nawilżająca 500ml;SilkMane;Włosy;Szampony;0;48,6;26,73;500ml;0,23;Active;0;Mid-Market
11522;Aura Care Żele do mycia Nawilżający 50ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;88,23;22,06;50ml;0,23;Active;1;Mid-Market
11523;HealthSpark Witaminy Magnez + B6 60 kaps.;HealthSpark;Suplementy i Zdrowie;Witaminy;0;96,31;52,97;kaps.;0,08;Active;0;Premium
11524;DermaGlow Krem na noc Przeciwzmarszczkowy 150ml;DermaGlow;Pielęgnacja twarzy;Kremy na noc;0;23,68;10,66;150ml;0,23;Active;0;Economy
11525;VigorHair Maski Do farbowanych 500ml;VigorHair;Włosy;Maski;0;30,48;16,76;500ml;0,23;Active;1;Economy
11526;SoftTouch Wkładki Ochronny 200ml;SoftTouch;Higiena intymna;Wkładki;0;17,38;11,3;200ml;0,23;Active;0;Mid-Market
11527;LumiSkin Krem na dzień Z witaminą C 150ml;LumiSkin;Pielęgnacja twarzy;Kremy na dzień;0;61,97;27,89;150ml;0,23;Active;0;Mid-Market
11528;Veluria Krem na noc Przeciwzmarszczkowy 50ml;Veluria;Pielęgnacja twarzy;Kremy na noc;0;77,75;34,99;50ml;0,23;Active;1;Mid-Market
11529;SilkMane Maski Nawilżająca 500ml;SilkMane;Włosy;Maski;0;25,63;14,1;500ml;0,23;Active;0;Economy
11530;PureCare Wkładki Normal 200ml;PureCare;Higiena intymna;Wkładki;0;22,19;14,42;200ml;0,23;Phase-Out;1;Premium
11531;Aura Care Krem na noc Matujący 150ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;30,05;7,51;150ml;0,23;Phase-Out;1;Economy
11532;Aura Basic Płyny i żele Ochronny 40 szt.;Aura Basic;Higiena intymna;Płyny i żele;1;8,37;3,77;szt.;0,23;Phase-Out;0;Economy
11533;Veluria Sera Z witaminą C 150ml;Veluria;Pielęgnacja twarzy;Sera;0;26,86;12,09;150ml;0,23;Phase-Out;0;Economy
11534;DermaGlow Krem na dzień Przeciwzmarszczkowy 30ml;DermaGlow;Pielęgnacja twarzy;Kremy na dzień;0;103,76;46,69;30ml;0,23;Active;0;Premium
11535;VisagePro Oczy Long-lasting 15g;VisagePro;Makijaż;Oczy;0;90,29;36,12;15g;0,23;Active;0;Mid-Market
11536;Aura Basic Wkładki Ochronny 20 szt.;Aura Basic;Higiena intymna;Wkładki;1;8,86;3,99;szt.;0,23;Active;0;Economy
11537;BotanicaPro Maski Odbudowujący 400ml;BotanicaPro;Włosy;Maski;0;66,42;36,53;400ml;0,23;Active;0;Premium
11538;VitaCore Minerały Magnez + B6 90 kaps.;VitaCore;Suplementy i Zdrowie;Minerały;0;89,55;49,25;kaps.;0,08;Active;1;Premium
11539;SoftTouch Wkładki Normal 40 szt.;SoftTouch;Higiena intymna;Wkładki;0;20,08;13,05;szt.;0,23;Active;0;Mid-Market
11540;Aura Basic Płyny i żele Super 200ml;Aura Basic;Higiena intymna;Płyny i żele;1;12,66;5,7;200ml;0,23;Active;0;Economy
11541;FreshGlow Podpaski Ochronny 40 szt.;FreshGlow;Higiena intymna;Podpaski;0;8,71;5,66;szt.;0,23;Active;0;Economy
11542;PureTots Chusteczki Rozmiar 3 40 szt.;PureTots;Dziecko;Chusteczki;0;62,66;46,99;szt.;0,23;Active;0;Premium
11543;PureBotanica Krem na noc Z witaminą C 30ml;PureBotanica;Pielęgnacja twarzy;Kremy na noc;0;123,21;55,44;30ml;0,23;Active;1;Premium
11544;Aura Basic Wkładki Ochronny 200ml;Aura Basic;Higiena intymna;Wkładki;1;9,77;4,4;200ml;0,23;Active;0;Economy
11545;Aura Signatures EDT Intense 50ml;Aura Signatures;Perfumy;EDT;1;109,65;16,45;50ml;0,23;Active;0;Economy
11546;Herbix Odżywki Przeciwłupieżowy 400ml;Herbix;Włosy;Odżywki;0;65,23;35,88;400ml;0,23;Active;1;Premium
11547;LumiSkin Żele do mycia Matujący 150ml;LumiSkin;Pielęgnacja twarzy;Żele do mycia;0;50,15;22,57;150ml;0,23;Phase-Out;0;Economy
11548;VisagePro Usta Wodoodporny 15g;VisagePro;Makijaż;Usta;0;60,84;24,34;15g;0,23;Active;0;Economy
11549;SoftTouch Płyny i żele Kojący 40 szt.;SoftTouch;Higiena intymna;Płyny i żele;0;21,17;13,76;szt.;0,23;Active;0;Premium
11550;PureBotanica Krem na noc Z witaminą C 30ml;PureBotanica;Pielęgnacja twarzy;Kremy na noc;0;130,1;58,54;30ml;0,23;Phase-Out;1;Premium
11551;Herbix Szampon Przeciwłupieżowy 250ml;Herbix;Włosy;Szampony;0;66,13;36,37;250ml;0,23;Active;1;Premium
11552;Aura Beauty Oczy Wodoodporny 8ml;Aura Beauty;Makijaż;Oczy;1;68,8;13,76;8ml;0,23;Active;0;Economy
11553;Aura Care Stylizacja Nawilżająca 250ml;Aura Care;Włosy;Stylizacja;1;38,19;13,37;250ml;0,23;Active;1;Mid-Market
11554;PureCare Podpaski Normal 40 szt.;PureCare;Higiena intymna;Podpaski;0;26,25;17,06;szt.;0,23;Active;1;Premium
11555;DermaGlow Krem na dzień Z witaminą C 150ml;DermaGlow;Pielęgnacja twarzy;Kremy na dzień;0;43,34;19,5;150ml;0,23;Active;0;Economy
11556;VitaCore Odporność Magnez + B6 90 kaps.;VitaCore;Suplementy i Zdrowie;Odporność;0;49,74;27,36;kaps.;0,08;Active;0;Mid-Market
11557;SilkMane Maski Do farbowanych 400ml;SilkMane;Włosy;Maski;0;23,06;12,68;400ml;0,23;Discontinued;0;Economy
11558;LumiSkin Krem na dzień Przeciwzmarszczkowy 30ml;LumiSkin;Pielęgnacja twarzy;Kremy na dzień;0;47,87;21,54;30ml;0,23;Active;0;Economy
11559;VitaCore Odporność Forte 60 kaps.;VitaCore;Suplementy i Zdrowie;Odporność;0;51,57;28,36;kaps.;0,08;Active;0;Mid-Market
11560;DermaGlow Krem na dzień Przeciwzmarszczkowy 150ml;DermaGlow;Pielęgnacja twarzy;Kremy na dzień;0;109,6;49,32;150ml;0,23;Active;0;Premium
11561;BabySoft Chusteczki Nawilżane 60 szt.;BabySoft;Dziecko;Chusteczki;0;50,99;38,24;szt.;0,23;Active;1;Mid-Market
11562;NutriMax Witaminy Forte 90 kaps.;NutriMax;Suplementy i Zdrowie;Witaminy;0;45,38;24,96;kaps.;0,08;Active;0;Mid-Market
11563;VigorHair Stylizacja Przeciwłupieżowy 400ml;VigorHair;Włosy;Stylizacja;0;61,99;34,09;400ml;0,23;Active;0;Premium
11564;HealthSpark Odporność C 1000mg 60 kaps.;HealthSpark;Suplementy i Zdrowie;Odporność;0;37,23;20,48;kaps.;0,08;Active;0;Economy
11565;PureCare Wkładki Normal 40 szt.;PureCare;Higiena intymna;Wkładki;0;16,95;11,02;szt.;0,23;Active;1;Mid-Market
11566;FreshGlow Wkładki Super 20 szt.;FreshGlow;Higiena intymna;Wkładki;0;22,8;14,82;szt.;0,23;Active;0;Premium
11567;FreshGlow Płyny i żele Ochronny 40 szt.;FreshGlow;Higiena intymna;Płyny i żele;0;10,03;6,52;szt.;0,23;Active;0;Economy
11568;TinyJoy Pieluchy Sensitive 500ml;TinyJoy;Dziecko;Pieluchy;0;51,36;38,52;500ml;0,23;Active;0;Mid-Market
11569;DermaGlow Krem na dzień Z witaminą C 30ml;DermaGlow;Pielęgnacja twarzy;Kremy na dzień;0;112,66;50,7;30ml;0,23;Active;0;Premium
11570;LumiSkin Żele do mycia Nawilżający 150ml;LumiSkin;Pielęgnacja twarzy;Żele do mycia;0;85,81;38,61;150ml;0,23;Active;0;Mid-Market
11571;Aura Care Stylizacja Odbudowujący 250ml;Aura Care;Włosy;Stylizacja;1;57,29;20,05;250ml;0,23;Active;1;Premium
11572;FreshGlow Płyny i żele Super 20 szt.;FreshGlow;Higiena intymna;Płyny i żele;0;21,79;14,16;szt.;0,23;Active;0;Premium
11573;Aura Care Stylizacja Odbudowujący 250ml;Aura Care;Włosy;Stylizacja;1;27,15;9,5;250ml;0,23;Phase-Out;1;Economy
11574;Aura Basic Podpaski Ochronny 20 szt.;Aura Basic;Higiena intymna;Podpaski;1;17,14;7,71;szt.;0,23;Active;0;Mid-Market
11575;Aura Care Szampon Nawilżająca 250ml;Aura Care;Włosy;Szampony;1;52,35;18,32;250ml;0,23;Active;1;Mid-Market
11576;VelvetLine Usta Wodoodporny 15g;VelvetLine;Makijaż;Usta;0;69,33;27,73;15g;0,23;Active;0;Economy
11577;GlamTouch Twarz Rozświetlający 15g;GlamTouch;Makijaż;Twarz;0;69,73;27,89;15g;0,23;Active;1;Economy
11578;BotanicaPro Szampon Nawilżająca 250ml;BotanicaPro;Włosy;Szampony;0;57,47;31,61;250ml;0,23;Active;0;Premium
11579;LumiSkin Sera Nawilżający 30ml;LumiSkin;Pielęgnacja twarzy;Sera;0;45,54;20,49;30ml;0,23;Active;0;Economy
11580;VigorHair Szampon Odbudowujący 400ml;VigorHair;Włosy;Szampony;0;31,48;17,31;400ml;0,23;Active;0;Economy
11581;Aura Basic Podpaski Ochronny 40 szt.;Aura Basic;Higiena intymna;Podpaski;1;10,47;4,71;szt.;0,23;Active;1;Economy
11582;Herbix Szampon Nawilżająca 250ml;Herbix;Włosy;Szampony;0;71,24;39,18;250ml;0,23;Active;1;Premium
11583;Veluria Krem na noc Matujący 30ml;Veluria;Pielęgnacja twarzy;Kremy na noc;0;37,2;16,74;30ml;0,23;Active;0;Economy
11584;BotanicaPro Maski Przeciwłupieżowy 250ml;BotanicaPro;Włosy;Maski;0;43,78;24,08;250ml;0,23;Discontinued;1;Mid-Market
11585;BabySoft Chusteczki Sensitive 60 szt.;BabySoft;Dziecko;Chusteczki;0;17,45;13,09;szt.;0,23;Active;0;Economy
11586;PureCare Wkładki Normal 200ml;PureCare;Higiena intymna;Wkładki;0;23,33;15,16;200ml;0,23;Active;1;Premium
11587;VisagePro Usta Long-lasting 30ml;VisagePro;Makijaż;Usta;0;118,79;47,52;30ml;0,23;Discontinued;0;Premium
11588;LumiSkin Krem na noc Matujący 50ml;LumiSkin;Pielęgnacja twarzy;Kremy na noc;0;54,16;24,37;50ml;0,23;Active;0;Mid-Market
11589;SilkMane Szampon Do farbowanych 400ml;SilkMane;Włosy;Szampony;0;28,61;15,74;400ml;0,23;Active;1;Economy
11590;PureBotanica Sera Z witaminą C 30ml;PureBotanica;Pielęgnacja twarzy;Sera;0;97,19;43,74;30ml;0,23;Active;1;Premium
11591;PureBotanica Żele do mycia Matujący 50ml;PureBotanica;Pielęgnacja twarzy;Żele do mycia;0;54,83;24,67;50ml;0,23;Active;1;Mid-Market
11592;DermaGlow Sera Matujący 150ml;DermaGlow;Pielęgnacja twarzy;Sera;0;57,81;26,01;150ml;0,23;Active;0;Mid-Market
11593;VelvetLine Oczy Rozświetlający 30ml;VelvetLine;Makijaż;Oczy;0;169,4;67,76;30ml;0,23;Active;0;Premium
11594;VisagePro Usta Matujący 15g;VisagePro;Makijaż;Usta;0;51,81;20,72;15g;0,23;Active;0;Economy
11595;Aura Beauty Usta Long-lasting 15g;Aura Beauty;Makijaż;Usta;1;96,12;19,22;15g;0,23;Active;0;Mid-Market
11596;VelvetLine Usta Wodoodporny 15g;VelvetLine;Makijaż;Usta;0;48,51;19,4;15g;0,23;Active;0;Economy
11597;Aura Care Witaminy D3 2000 j.m. 90 kaps.;Aura Care;Suplementy i Zdrowie;Witaminy;1;33,09;9,93;kaps.;0,08;Phase-Out;1;Economy
11598;BotanicaPro Szampon Nawilżająca 250ml;BotanicaPro;Włosy;Szampony;0;54,97;30,23;250ml;0,23;Active;0;Mid-Market
11599;Aura Basic Płyny i żele Kojący 200ml;Aura Basic;Higiena intymna;Płyny i żele;1;19,48;8,77;200ml;0,23;Phase-Out;0;Mid-Market
11600;Aura Beauty Oczy Matujący 8ml;Aura Beauty;Makijaż;Oczy;1;118,48;23,7;8ml;0,23;Active;0;Premium
11601;Aura Care Maski Nawilżająca 250ml;Aura Care;Włosy;Maski;1;30,31;10,61;250ml;0,23;Active;1;Economy
11602;Aura Care Szampon Do farbowanych 400ml;Aura Care;Włosy;Szampony;1;47,71;16,7;400ml;0,23;Active;1;Mid-Market
11603;VisagePro Twarz Wodoodporny 15g;VisagePro;Makijaż;Twarz;0;32,14;12,86;15g;0,23;Active;0;Economy
11604;Aura Care Odżywki Odbudowujący 500ml;Aura Care;Włosy;Odżywki;1;45,43;15,9;500ml;0,23;Active;1;Mid-Market
11605;PureCare Wkładki Kojący 200ml;PureCare;Higiena intymna;Wkładki;0;18,8;12,22;200ml;0,23;Active;1;Mid-Market
11606;Aura Care Krem na noc Przeciwzmarszczkowy 50ml;Aura Care;Pielęgnacja twarzy;Kremy na noc;1;54,29;13,57;50ml;0,23;Phase-Out;1;Mid-Market
11607;DermaGlow Krem na noc Matujący 30ml;DermaGlow;Pielęgnacja twarzy;Kremy na noc;0;70,4;31,68;30ml;0,23;Active;0;Mid-Market
11608;Aura Care Odporność Forte 90 kaps.;Aura Care;Suplementy i Zdrowie;Odporność;1;50,43;15,13;kaps.;0,08;Phase-Out;1;Mid-Market
11609;BotanicaPro Szampon Do farbowanych 400ml;BotanicaPro;Włosy;Szampony;0;61,32;33,73;400ml;0,23;Active;0;Premium
11610;Aura Care Witaminy D3 2000 j.m. 60 kaps.;Aura Care;Suplementy i Zdrowie;Witaminy;1;63,35;19,01;kaps.;0,08;Active;1;Mid-Market
11611;BotanicaPro Odżywki Do farbowanych 400ml;BotanicaPro;Włosy;Odżywki;0;58,35;32,09;400ml;0,23;Active;0;Premium
11612;SoftTouch Wkładki Kojący 20 szt.;SoftTouch;Higiena intymna;Wkładki;0;8,75;5,69;szt.;0,23;Active;0;Economy
11613;NoirElegance EDT Fresh 100ml;NoirElegance;Perfumy;EDT;0;154,55;54,09;100ml;0,23;Active;0;Economy
11614;BabySoft Kosmetyki Sensitive 40 szt.;BabySoft;Dziecko;Kosmetyki;0;37,16;27,87;szt.;0,23;Active;0;Mid-Market
11615;HealthSpark Minerały C 1000mg 30 kaps.;HealthSpark;Suplementy i Zdrowie;Minerały;0;102,06;56,13;kaps.;0,08;Active;0;Premium
11616;PureCare Płyny i żele Ochronny 40 szt.;PureCare;Higiena intymna;Płyny i żele;0;16,7;10,86;szt.;0,23;Active;1;Mid-Market
11617;VisagePro Twarz Long-lasting 15g;VisagePro;Makijaż;Twarz;0;82,46;32,98;15g;0,23;Active;0;Mid-Market
11618;Aura Care Żele do mycia Nawilżający 50ml;Aura Care;Pielęgnacja twarzy;Żele do mycia;1;46,87;11,72;50ml;0,23;Active;1;Economy
11619;Veluria Krem na dzień Nawilżający 50ml;Veluria;Pielęgnacja twarzy;Kremy na dzień;0;18,93;8,52;50ml;0,23;Phase-Out;0;Economy
11620;Herbix Maski Nawilżająca 250ml;Herbix;Włosy;Maski;0;31,54;17,35;250ml;0,23;Phase-Out;1;Economy
